,cost,feasible,status,costs,actions,upperbound,lowerbound,gap,iterations,nodes_processed,nodes_remaining,runtime,total_cost
235,0.05899998594467526,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.059   0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0.  0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0. -1.  0. -0.  0.]",0.05942090183220152,0.05942090183220152,0.0,36,0,0,0.0,0.11433330648750883
236,0.05533332054283325,True,integer optimal solution,"[0.     0.     0.     0.     0.0081 0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.000e+00  0.000e+00  0.000e+00  0.000e+00 -2.157e+03  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00 -0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.05533688521581867,0.05533688521581867,0.0,40,0,0,0.015625,0.06338612783900921
237,0.13181627897437886,True,integer optimal solution,"[ 0.      0.      0.      0.1318  0.0869 -0.     -0.     -0.      0.1197
 -0.      0.      0.063   0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -4. -443.   -0.   -0.    0.    1.   -0.    0.    1.
    0.    1.    0.    0.    0.   -0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.13257562862071748,0.13257562862071748,0.0,48,0,0,0.0,0.5623812875460097
240,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.1067288021638331,0.10672880216383311,0.0,33,0,0,0.015625,0.16099995436787085
242,0.10566663382503763,True,integer optimal solution,"[ 0.      0.      0.      0.0563  0.      0.      0.     -0.      0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[  0.   0.   0. -10.   0.   0.   0.   0.   0.  -0.   0.   1.  -0.   1.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.]",0.10595256111748164,0.10595256111748164,0.0,41,0,0,0.0,0.280345767293414
244,0.04866665607945387,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.0487 0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.]",0.04870529366228092,0.04870529366228092,0.0,33,0,0,0.015625,0.04866665607945386
247,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.     -0.      0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0.  0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05571160075650162,0.05571160075650162,0.0,31,0,0,0.0,0.05533332054283324
249,0.10566663382503759,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.0387 0.0553
 0.     0.     0.059  0.     0.     0.    ]","[ 0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  1.  0.  0. -1.  0.  0.  0.]",0.10638527580116228,0.10638527580116228,0.0,23,0,0,0.0,0.2586665994420121
252,0.13266662116747585,True,integer optimal solution,"[ 0.      0.      0.      0.0828  0.      0.      0.      0.     -0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.1327
  0.      0.      0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0. -5.  0.  0. -0.  0. -0. -0.  0.  1. -0.  1.  0.  0.  0. -1.
  0.  0.  0.  0.  0.  0. -0.  0.]",0.13361896556496808,0.13361896556496808,0.0,36,0,0,0.0,0.3841288630794998
255,0.10566663382503759,True,integer optimal solution,"[ 0.      0.      0.      0.0976  0.0229  0.      0.      0.     -0.
 -0.      0.      0.063  -0.      0.1057 -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.  -23. -678.    0.   -0.    0.   -0.   -0.    0.    1.
   -0.    1.   -0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.10571411035968177,0.10571411035968177,0.0,49,0,0,0.0,0.3444265470322665
257,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.0487 0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  1.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.107223129729824,0.107223129729824,0.0,2,0,0,0.0,0.2726665949716889
263,0.04932555333434621,True,integer optimal solution,"[ 0.      0.      0.      0.0493  0.0273 -0.      0.      0.0188 -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.     -0.
  0.     -0.      0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -1. -148.    0.    0.   -1.   -0.   -0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.   -0.    0.    0.    0.    0.
    0.    0.]",0.04939345888812023,0.04939345888812023,0.0,39,0,0,0.0,0.0954085604816001
267,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.     -0.      0.     -0.
  0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0.  0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.05550863733645905,0.05550863733645905,0.0,32,0,0,0.0,0.05533332054283324
269,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05556665560320744,0.05556665560320744,0.0,34,0,0,0.0,0.05533332054283324
272,0.1410230002613456,True,integer optimal solution,"[ 0.      0.      0.      0.1322  0.141  -0.      0.      0.      0.1197
  0.      0.      0.063  -0.      0.1057  0.      0.0487  0.      0.
  0.0387  0.0553  0.      0.      0.059   0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.600e+01 -6.671e+03  0.000e+00
  0.000e+00  0.000e+00  1.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00  1.000e+00  0.000e+00 -1.000e+00  0.000e+00  0.000e+00
 -1.000e+00  1.000e+00  0.000e+00  0.000e+00 -1.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.14108265762816444,0.14108265762816447,0.0,46,0,0,0.015625,0.7631751939147838
273,0.10566663382503763,True,integer optimal solution,"[ 0.      0.      0.      0.043   0.      0.      0.     -0.     -0.
 -0.      0.     -0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0. -8.  0.  0.  0.  0. -0. -0.  0. -0. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.1058517601913845,0.1058517601913845,0.0,47,0,0,0.0,0.20401566350980638
274,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.0364  0.0302  0.     -0.      0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -3.000e+00 -2.912e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.06300438027041687,0.06300438027041687,0.0,46,0,0,0.0,0.18491492607179683
282,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.0487 0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05618797703271963,0.05618797703271963,0.0,29,0,0,0.0,0.1039999766222871
285,0.07996472612422278,True,integer optimal solution,"[ 0.      0.      0.      0.0721  0.08    0.     -0.      0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.100e+01 -3.982e+03  0.000e+00
 -0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.08004730891422075,0.08004730891422075,0.0,73,0,0,0.0,0.27044107610957946
286,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0233  0.      0.     -0.      0.      0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0. -3.  0.  0. -0.  0.  0. -0.  0.  1. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06312323437425868,0.06312323437425868,0.0,47,0,0,0.015625,0.14160700032092577
287,0.09530027318436596,True,integer optimal solution,"[ 0.      0.      0.      0.0953  0.0845 -0.      0.      0.     -0.
  0.      0.      0.063   0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.059   0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.300e+01 -2.222e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
  0.000e+00 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00 -1.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.0953400008545435,0.0953400008545435,0.0,65,0,0,0.0,0.3570953084074381
289,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.     -0.     -0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.     -0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0.  1. -0. -0. -0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.06361533553268653,0.06361533553268653,0.0,33,0,0,0.0,0.11833330506719741
291,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0804  0.0277  0.      0.      0.     -0.
  0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -7.000e+00 -1.554e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.10572052962877879,0.10572052962877879,0.0,35,0,0,0.0,0.3320700109032385
294,0.09201024057604767,True,integer optimal solution,"[ 0.      0.      0.      0.0806  0.092  -0.     -0.     -0.      0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.200e+01 -2.407e+03 -0.000e+00
 -0.000e+00  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  0.000e+00]",0.09212831128717104,0.09212831128717106,0.0,67,0,0,0.0,0.29096480204633224
295,0.10566663382503762,True,integer optimal solution,"[ 0.      0.      0.      0.039   0.008   0.      0.      0.     -0.
  0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.   -7. -598.    0.   -0.    0.   -0.    0.    0.    1.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.10571196457418537,0.10571196457418537,0.0,52,0,0,0.015625,0.2710404866466284
296,0.06299998452436417,True,integer optimal solution,"[ 0.      0.      0.      0.0493  0.0543  0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[   0.    0.    0.   -1. -695.    0.    0.    0.   -0.   -0.    0.    1.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.06302495657761066,0.06302495657761066,0.0,31,0,0,0.0,0.22197993271976227
301,0.10566663382503759,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.10602198350293911,0.10602198350293911,0.0,38,0,0,0.015625,0.16099995436787085
302,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.     -0.      0.
 -0.      0.      0.     -0.     -0.      0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0.  0. -0.  0.  0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05567041366366156,0.05567041366366156,0.0,33,0,0,0.0,0.05533332054283324
304,0.04301570914193553,True,integer optimal solution,"[ 0.      0.      0.      0.043   0.0374 -0.      0.      0.     -0.
 -0.      0.     -0.      0.      0.      0.      0.      0.     -0.
  0.     -0.      0.      0.      0.      0.     -0.      0.    ]","[    0.     0.     0.    -8. -2283.     0.    -0.     0.    -0.    -0.
     0.    -0.     0.     0.     0.     0.     0.     0.     0.    -0.
     0.     0.     0.     0.    -0.     0.]",0.04303576209844869,0.04303576209844869,0.0,39,0,0,0.0,0.08044771290830444
306,0.10566663382503763,True,integer optimal solution,"[ 0.      0.      0.      0.0217  0.0081 -0.      0.      0.     -0.
 -0.      0.     -0.     -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -2. -141.    0.    0.    0.   -0.   -0.    0.   -0.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.10567767809361975,0.10567767809361975,0.0,33,0,0,0.0,0.19085318973559873
308,0.05533332054283324,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0. -0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.055472541295365385,0.055472541295365385,0.0,30,0,0,0.0,0.05533332054283324
309,0.2066665820606235,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.2067 0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.21109277762143502,0.21109277762143502,0.0,1,0,0,0.0,0.36766653642849423
310,0.13266662116747585,True,integer optimal solution,"[0.     0.     0.     0.1094 0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.1057 0.     0.     0.     0.1327 0.     0.0553
 0.     0.     0.059  0.     0.     0.    ]","[  0.   0.   0. -14.   0.   0.   0.   0.   0.   0.   0.   1.   0.   1.
   0.   0.   0.  -1.   0.   1.   0.   0.  -1.   0.   0.   0.]",0.13281061627928223,0.13281061627928223,0.0,37,0,0,0.0,0.5250655276180992
311,0.05533332054283325,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.05534035851698111,0.05534035851698111,0.0,44,0,0,0.015625,0.05533332054283324
312,0.10566663382503762,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10593152211206544,0.10593152211206544,0.0,33,0,0,0.0,0.16099995436787085
313,0.06299998452436417,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.063  0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0. -0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.0632176233794964,0.0632176233794964,0.0,3,0,0,0.0,0.11833330506719741
315,0.06299998452436384,True,integer optimal solution,"[ 0.      0.      0.      0.0609  0.     -0.      0.      0.     -0.
 -0.      0.      0.063  -0.     -0.      0.      0.0487  0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0. -5.  0. -0.  0.  0. -0. -0.  0.  1. -0. -0.  0. -1.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.06309393750866711,0.06309393750866711,0.0,44,0,0,0.0,0.22794267266415225
319,0.055333320542833235,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05549355488666437,0.05549355488666437,0.0,36,0,0,0.0,0.05533332054283324
320,0.10566663382503805,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.059  0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0. -1.  0.  0.  0.]",0.10613841992944538,0.10613841992944538,0.0,55,0,0,0.0,0.21999994031254644
321,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.10596277587020905,0.10596277587020905,0.0,36,0,0,0.0,0.16099995436787085
328,0.055333320542832354,True,integer optimal solution,"[ 0.      0.      0.      0.0288  0.     -0.     -0.      0.     -0.
 -0.      0.      0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[ 0.  0.  0. -2.  0. -0. -0.  0. -0. -0.  0.  0. -0. -0.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0.  0.  0.]",0.05545194527332953,0.05545194527332953,0.0,41,0,0,0.0,0.08411104575345885
332,0.17196008485183956,True,integer optimal solution,"[ 0.      0.      0.      0.172   0.1677 -0.      0.142   0.      0.
 -0.      0.      0.063   0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -2.900e+01 -3.428e+03  0.000e+00
  1.000e+00  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  1.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.17206520879712095,0.17206520879712095,0.0,69,0,0,0.015625,0.7056764167937393
333,0.1321523262100774,True,integer optimal solution,"[ 0.      0.      0.      0.1322  0.1314 -0.      0.     -0.      0.1197
 -0.      0.      0.063   0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -1.600e+01 -5.954e+03  0.000e+00
  0.000e+00  0.000e+00  1.000e+00 -0.000e+00  0.000e+00  1.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00 -0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.13217345009198134,0.13217345009198134,0.0,20,0,0,0.0,0.6072483394921214
334,0.1056666338250376,True,integer optimal solution,"[ 0.      0.      0.      0.0732  0.0964  0.      0.     -0.      0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.     -0.
  0.      0.0553  0.      0.      0.      0.      0.      0.    ]","[   0.    0.    0.   -2. -820.    0.    0.    0.    0.   -0.    0.    1.
   -0.    1.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
    0.    0.]",0.10723400365079627,0.10723400365079627,0.0,43,0,0,0.0,0.39361218715743396
336,0.10566663382503759,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0. -0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -0.  0.  0.]",0.10621966542859713,0.10621966542859713,0.0,29,0,0,0.0,0.1056666338250376
337,0.10566663382503763,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.      0.063  -0.      0.1057  0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0. -0.  0. -0. -0.  0.  1. -0.  1.  0.  0.  0.  0.
  0.  1.  0.  0.  0.  0. -0.  0.]",0.10675020555711758,0.10675020555711758,0.0,36,0,0,0.0,0.22399993889223502
338,0.05533332054283232,True,integer optimal solution,"[ 0.      0.      0.      0.      0.0318 -0.      0.      0.     -0.
 -0.      0.     -0.     -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.      0.     -0.      0.    ]","[   0.    0.    0.    0. -327.   -0.    0.    0.   -0.   -0.    0.   -0.
   -0.   -0.    0.    0.    0.    0.    0.    1.    0.    0.    0.    0.
   -0.    0.]",0.05543900318762708,0.05543900318762708,0.0,43,0,0,0.0,0.08712725482295047
339,0.1056666338250376,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.1057 0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.10603562022000694,0.10603562022000694,0.0,35,0,0,0.0,0.16099995436787085
340,0.08011379082583947,True,integer optimal solution,"[ 0.      0.      0.      0.0732  0.0801 -0.      0.     -0.     -0.
  0.      0.      0.063  -0.     -0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.     -0.     -0.      0.    ]","[ 0.000e+00  0.000e+00  0.000e+00 -2.000e+00 -1.487e+03  0.000e+00
  0.000e+00  0.000e+00 -0.000e+00  0.000e+00  0.000e+00  1.000e+00
 -0.000e+00 -0.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
  0.000e+00  1.000e+00  0.000e+00  0.000e+00  0.000e+00  0.000e+00
 -0.000e+00  0.000e+00]",0.08049270955164237,0.08049270955164237,0.0,49,0,0,0.0,0.2716352463594033
341,0.055333320542833256,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",0.05543478751731878,0.05543478751731878,0.0,33,0,0,0.015625,0.05533332054283324
342,0.05533332054283324,True,integer optimal solution,"[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.0553
 0.     0.     0.     0.     0.     0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0.  0. -0.  0.  0.]",0.05551246091174676,0.05551246091174676,0.0,33,0,0,0.0,0.05533332054283324
347,0.05899998594467526,True,integer optimal solution,"[ 0.      0.      0.      0.      0.      0.      0.      0.     -0.
 -0.      0.     -0.      0.      0.      0.      0.      0.      0.
  0.      0.0553  0.      0.      0.059   0.     -0.      0.    ]","[ 0.  0.  0.  0.  0.  0.  0.  0. -0. -0.  0. -0.  0.  0.  0.  0.  0.  0.
  0.  1.  0.  0. -1.  0. -0.  0.]",0.05928221847622474,0.05928221847622474,0.0,29,0,0,0.0,0.11433330648750883
